t_s,wall_time,kind,target_yaw,current_yaw,turn_rpm,base_rpm,yaw_meas_deg,yaw_target_deg,att_roll,att_pitch,att_yaw,rpm_m1,rpm_m2,rpm_m3,rpm_m4,enc_m1,enc_m2,enc_m3,enc_m4,cmd_target,cmd_base,cmd_max_turn,note
1.966765,2026-07-13T10:24:44.279+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
1.967583,2026-07-13T10:24:44.280+08:00,encoder,,,,,,,,,,,,,,0,0,0,0,,,,
1.968268,2026-07-13T10:24:44.281+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.058155,2026-07-13T10:24:44.371+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.05925,2026-07-13T10:24:44.372+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.16634,2026-07-13T10:24:44.479+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.167181,2026-07-13T10:24:44.480+08:00,encoder,,,,,,,,,,,,,,0,0,0,0,,,,
2.167906,2026-07-13T10:24:44.481+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.261339,2026-07-13T10:24:44.574+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.26224,2026-07-13T10:24:44.575+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.36891,2026-07-13T10:24:44.682+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.369904,2026-07-13T10:24:44.683+08:00,encoder,,,,,,,,,,,,,,0,0,0,0,,,,
2.370627,2026-07-13T10:24:44.683+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.46295,2026-07-13T10:24:44.776+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.464184,2026-07-13T10:24:44.777+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.55777,2026-07-13T10:24:44.870+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.558607,2026-07-13T10:24:44.871+08:00,encoder,,,,,,,,,,,,,,0,0,0,0,,,,
2.559313,2026-07-13T10:24:44.872+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.650788,2026-07-13T10:24:44.964+08:00,attitude,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2.65163,2026-07-13T10:24:44.964+08:00,angle_loop,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,
2.744397,2026-07-13T10:24:45.057+08:00,record_stop,,,,,,,,,,,,,,,,,,,,,recording stopped
